uid	en	zh	status	model	flags
u08489	To do list for dropship interior	运输船内部待办事项清单	ok	deepseek-flash	
u08490	To see the pinged locations again, simply access the help menu through the help button on the top left of your screen.	想要再次查看已标记的位置，只需通过屏幕左上角的帮助按钮打开帮助菜单。	ok	deepseek-flash	
u08491	To win the game, you must be on board the dropship when it takes off.	要赢得游戏，你必须在运输船起飞时身处船上。	ok	deepseek-flash	
u08492	Toggle Unload All	切换全部卸载	ok	deepseek-flash	
u08493	Toggle Unload All Nydus Worm	切换全部卸载 虫道虫	ok	deepseek-flash	
u08494	Toss Flashbang Grenade Missile	投掷闪光弹导弹	ok	deepseek-flash	
u08495	Toss Flashbang Grenade Weapon	投掷闪光弹武器	ok	deepseek-flash	
u08531	Turret Morph (Issue Order)	炮塔变形（下达命令）	ok	deepseek-flash	
u08532	Turret No Energy	炮塔无能量	ok	deepseek-flash	
u08533	Tutorial has completed. Resuming normal game speed.	教程已完成。正在恢复正常游戏速度。	ok	deepseek-flash	
u08534	Twin Autocannons (Creep Damage)	双联自动加农炮（菌毯伤害）	ok	deepseek-flash	
u08535	"Type ""-run tutorial"" to have an in-game tutorial run for you via text prompts."	输入“-run tutorial”即可通过文字提示在游戏内为你运行教程。	ok	deepseek-flash	
u08536	UI Cocooned	界面结茧	ok	deepseek-flash	
u08537	Ultimate Infestation	终极感染	ok	deepseek-flash	
u08538	Ultimate Infestation Researched	终极感染已研究	ok	deepseek-flash	
u08539	Ultimate Infestations	终极感染	ok	deepseek-flash	
u08540	Ultimate: Critical Mass	终极：临界质量	ok	deepseek-flash	
u08541	Ultimate: Cut Power Lines	终极：切断电线	ok	deepseek-flash	
u08542	Ultimate: Destroy Power Lines	终极：摧毁电线	ok	deepseek-flash	
u08543	Ultimate: Nydus Network	终极：虫道网络	ok	deepseek-flash	
u08544	Ultimate: Summon Hive Queen	终极：召唤虫巢女王	ok	deepseek-flash	
u08545	Ultimate: Sweeping Infestation	终极：横扫感染	ok	deepseek-flash	
u08546	Ultra Sonic Pulse Impact Sound Copy	超声波脉冲冲击音效副本	ok	deepseek-flash	
u08547	Ultrasonic Pulse Apply Behavior	超声波脉冲应用行为	ok	deepseek-flash	
u08548	Ultrasonic Pulse Apply Behavior Slow	超声波脉冲应用行为 减速	ok	deepseek-flash	
u08549	Ultrasonic Pulse Apply Behavior Slow Large	超声波脉冲应用行为 减速 大型	ok	deepseek-flash	
u08550	Ultrasonic Pulse Apply Behavior Slow Massive	超声波脉冲应用行为 减速 巨型	ok	deepseek-flash	
u08551	Ultrasonic Pulse Apply Behavior Slow Queen	超声波脉冲应用行为 减速 女王	ok	deepseek-flash	
u08552	Ultrasonic Pulse Apply Behavior Stun	超声波脉冲应用行为 眩晕	ok	deepseek-flash	
u08553	Ultrasonic Pulse Attack Copy	超声波脉冲攻击副本	ok	deepseek-flash	
u08554	Ultrasonic Pulse Attack Missile Copy	超声波脉冲攻击弹道副本	ok	deepseek-flash	
u08555	Ultrasonic Pulse Slow	超声波脉冲减速	ok	deepseek-flash	
u08556	Ultrasonic Pulse Slow Large	超声波脉冲减速 大型	ok	deepseek-flash	
u08557	Ultrasonic Pulse Slow Massive	超声波脉冲减速 巨型	ok	deepseek-flash	
u08558	Ultrasonic Pulse Slow Queen	超声波脉冲减速 女王	ok	deepseek-flash	
u08559	Ultrasonic Pulse stun Copy	超声波脉冲眩晕副本	ok	deepseek-flash	
u08560	Umojan Lab Catwalk Section 45 Left Medium Water	乌莫加实验室栈桥段 45 左 中等 水	ok	deepseek-flash	
u08561	Umojan Lab Catwalk Section 45 Left Short Water	乌莫加实验室栈桥段 45 左 短 水	ok	deepseek-flash	
u08562	Umojan Lab Catwalk Section 45 Right Medium Water	乌莫加实验室栈桥段 45 右 中等 水	ok	deepseek-flash	
u08563	Umojan Lab Catwalk Section 45 Right Short Water	乌莫加实验室栈桥段 45 右 短 水	ok	deepseek-flash	
u08564	Umojan Lab Catwalk Section Platform Water	乌莫加实验室栈桥段 平台 水	ok	deepseek-flash	
u08565	Umojan Lab Catwalk Section Ramp NE Water	乌莫加实验室栈桥段 坡道 东北 水	ok	deepseek-flash	
u08496	Toss Forcefield Grenade	投掷力场手雷	ok	deepseek-flash	
u08497	Toss Forcefield Grenade Missile	投掷力场手雷投射物	ok	deepseek-flash	
u08498	Toss Forcefield Grenade Weapon	投掷力场手雷武器	ok	deepseek-flash	
u08499	Toss Incendiary Grenade (Launch Missile)	投掷燃烧手雷（发射投射物）	ok	deepseek-flash	
u08500	Toss Incendiary Grenade Missile	投掷燃烧手雷投射物	ok	deepseek-flash	
u08501	Toss Incendiary Grenade Weapon	投掷燃烧手雷武器	ok	deepseek-flash	
u08502	Toxic Nest Arm	毒巢臂	ok	deepseek-flash	
u08503	Toxic Nest Build Mecha	毒巢建造机甲	ok	deepseek-flash	
u08504	Toxic Nest Cast	毒巢施放	ok	deepseek-flash	
u08505	Toxic Nest Warning	毒巢警告	ok	deepseek-flash	
u08506	Toxic Parasites Case	剧毒寄生虫容器	ok	deepseek-flash	
u08507	ToxicNest HotS	毒巢 虫群之心	ok	deepseek-flash	
u08508	ToxicNest HotS Mecha	毒巢 虫群之心 机甲	ok	deepseek-flash	
u08509	ToxicNest_Arm	毒巢_臂	ok	deepseek-flash	
u08510	ToxicNest_Arm_Mecha	毒巢_臂_机甲	ok	deepseek-flash	
u08511	ToxicNest_Cast	毒巢_施放	ok	deepseek-flash	
u08512	ToxicNest_Cast_Mecha	毒巢_施放_机甲	ok	deepseek-flash	
u08513	ToxicNest_Explode_Mecha	毒巢_爆炸_机甲	ok	deepseek-flash	
u08514	ToxicNest_Warning	毒巢_警告	ok	deepseek-flash	
u08515	Toy Hunter Death	玩具猎手死亡	ok	deepseek-flash	
u08516	Toy Mutated Hunter	玩具变异猎手	ok	deepseek-flash	
u08517	Toy Mutated Hunter Death	玩具变异猎手死亡	ok	deepseek-flash	
u08518	Tracer	追踪者	ok	deepseek-flash	
u08519	Tracer Pet	追踪者宠物	ok	deepseek-flash	
u08520	Tracking Device	追踪装置	ok	deepseek-flash	
u08521	Trade Vespene	交易瓦斯	ok	deepseek-flash	
u08522	Trade Vespene (Create Unit)	交易瓦斯（创建单位）	ok	deepseek-flash	
u08523	Translate East	向东平移	ok	deepseek-flash	
u08524	Translate North	向北平移	ok	deepseek-flash	
u08525	Translate South	向南平移	ok	deepseek-flash	
u08526	Translate West	向西平移	ok	deepseek-flash	
u08527	"Travel across space to any location.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""What does this button do?""<n/>                 --Pvt. Jenkins, Missing in Action</c></s>"	"穿越空间前往任意地点。<n/><s val=""IdleButtonCharge""><c val=""FF8000"">“这个按钮是干什么的？”<n/>                 --詹金斯列兵，行动中失踪</c></s>"	ok	deepseek-flash	
u08528	Tunnel to target location on on creep.	挖掘隧道前往菌毯上的目标位置。	ok	deepseek-flash	
u08529	Tunneler	挖掘者	ok	deepseek-flash	
u08530	Turret Build Counter	炮塔建造计数器	ok	deepseek-flash	
u08599	"Uniquely modify the Flamethrower.<n/><c val=""EEEE00"">Note: Only one modification allowed.</c>"	"对火焰喷射器进行独特改装。<n/><c val=""EEEE00"">注意：只允许一项改装。</c>"	ok	deepseek-flash	
u08600	"Uniquely modify the Phasesaber.<n/><c val=""EEEE00"">Note: Only one modification allowed.</c>"	"对相位剑进行独特改装。<n/><c val=""EEEE00"">注意：只允许一项改装。</c>"	ok	deepseek-flash	
u08601	"Uniquely modify the Plasma Rifle.<n/><c val=""EEEE00"">Note: Only one modification allowed.</c>"	"对等离子步枪进行独特改装。<n/><c val=""EEEE00"">注意：只允许一项改装。</c>"	ok	deepseek-flash	
u08602	"Uniquely modify the Rocket Launcher.<n/><c val=""EEEE00"">Note: Only one modification allowed.</c>"	"对火箭发射器进行独特改装。<n/><c val=""EEEE00"">注意：只允许一项改装。</c>"	ok	deepseek-flash	
u08603	"Uniquely modify the Shotgun.<n/><c val=""EEEE00"">Note: Only one modification allowed.</c>"	"对霰弹枪进行独特改装。<n/><c val=""EEEE00"">注意：只允许一项改装。</c>"	ok	deepseek-flash	
u08604	Unit Detected By Enemy	单位被敌方侦测到	ok	deepseek-flash	
u08605	Unit Glossary	单位图鉴	ok	deepseek-flash	
u08606	Unit Is Hangar Control	单位为机库控制	ok	deepseek-flash	
u08607	Unit Is Marine	单位为陆战队员	ok	deepseek-flash	
u08608	Unit Is Marine (Merc Marine)	单位为陆战队员（雇佣陆战队员）	ok	deepseek-flash	
u08609	Unit Is Marine (Merc Marine) - Increased Push Priority	单位为陆战队员（雇佣陆战队员）- 提高推挤优先级	ok	deepseek-flash	
u08610	Unit Is Recharge Drone	单位为充能无人机	ok	deepseek-flash	
u08611	Unit Is Super Healing Drone	单位为超级治疗无人机	ok	deepseek-flash	
u08612	Unit Not Under Radar	单位不在雷达探测下	ok	deepseek-flash	
u08613	Unit Under Radar	单位处于雷达探测下	ok	deepseek-flash	
u08614	Units can be seen through fog of war and vision is increased.	单位可透过战争迷雾被看到，且视野提升。	ok	deepseek-flash	
u08615	Unknown Effect	未知效果	ok	deepseek-flash	
u08616	Unknown Validator	未知验证器	ok	deepseek-flash	
u08617	Unload All	全部卸载	ok	deepseek-flash	
u08618	Unloads your marine from the mech.	将你的陆战队员从机甲中卸下。	ok	deepseek-flash	
u08619	Unlock A.I Assistant	解锁 A.I 助手	ok	deepseek-flash	
u08620	Unlock A.I. Assistant	解锁 A.I. 助手	ok	deepseek-flash	
u08621	Unlock Accelerant Drone	解锁加速无人机	ok	deepseek-flash	
u08622	Unlock Advanced Lock On System	解锁高级锁定系统	ok	deepseek-flash	
u08623	Unlock Advanced Rocket Thrusters 	解锁高级火箭推进器 	ok	deepseek-flash	
u08624	Unlock Advanced Thrusters	解锁高级推进器	ok	deepseek-flash	
u08625	Unlock Arc Welder Mod 1	解锁电弧焊机改装 1	ok	deepseek-flash	
u08626	Unlock Arc Welder Mod 2	解锁电弧焊机改装 2	ok	deepseek-flash	
u08627	Unlock Arc Welder Mod 3	解锁电弧焊机改装 3	ok	deepseek-flash	
u08628	Unlock Arclite Cannon Stabilizers	解锁弧光炮稳定器	ok	deepseek-flash	
u08629	Unlock Ares Mod 1	解锁阿瑞斯改装 1	ok	deepseek-flash	
u08630	Unlock Ares Mod 10	解锁阿瑞斯改装 10	ok	deepseek-flash	
u08631	Unlock Ares Mod 2	解锁阿瑞斯改装 2	ok	deepseek-flash	
u08632	Unlock Ares Mod 3	解锁阿瑞斯改装 3	ok	deepseek-flash	
u08633	Unlock Ares Mod 4	解锁阿瑞斯改装 4	ok	deepseek-flash	
u08669	Unlock Flame Thrower Mod 2	解锁火焰喷射器改装 2	ok	deepseek-flash	
u08670	Unlock Flame Thrower Mod 3	解锁火焰喷射器改装 3	ok	deepseek-flash	
u08671	Unlock ForceField Grenade	解锁力场手雷	ok	deepseek-flash	
u08672	Unlock ForceFieldGrenade	解锁力场手雷	ok	deepseek-flash	
u08673	Unlock Frag Grenade	解锁破片手雷	ok	deepseek-flash	
u08674	Unlock FragGrenade	解锁破片手雷	ok	deepseek-flash	
u08675	Unlock Grenade Launcher	解锁榴弹发射器	ok	deepseek-flash	
u08676	Unlock Hazmat Suit	解锁防化服	ok	deepseek-flash	
u08677	Unlock High Precision Beams	解锁高精度光束	ok	deepseek-flash	
u08678	Unlock Hostile Environment Suit	解锁恶劣环境防护服	ok	deepseek-flash	
u08679	Unlock Hostile Environment Treads	解锁恶劣环境履带	ok	deepseek-flash	
u08680	Unlock Hypercharge Module	解锁超充能模块	ok	deepseek-flash	
u08681	Unlock Incendiary Bullets	解锁燃烧弹	ok	deepseek-flash	
u08682	Unlock Incendiary Rockets	解锁燃烧火箭	ok	deepseek-flash	
u08683	Unlock Incendiary Rounds	解锁燃烧弹药	ok	deepseek-flash	
u08684	Unlock Laser Turret	解锁激光炮塔	ok	deepseek-flash	
u08685	Unlock Long Range Incinerators	解锁远程焚烧器	ok	deepseek-flash	
u08686	Unlock Long Range Scope	解锁远程瞄准镜	ok	deepseek-flash	
u08687	Unlock Mining Droid	解锁采矿机器人	ok	deepseek-flash	
u08688	Unlock Mining Droid Module	解锁采矿机器人模块	ok	deepseek-flash	
u08689	Unlock Nanite Antibodies	解锁纳米抗体	ok	deepseek-flash	
u08690	Unlock Nanosteel Plating	解锁纳米钢装甲	ok	deepseek-flash	
u08691	Unlock Onboard Radar	解锁机载雷达	ok	deepseek-flash	
u08692	Unlock Overload Weapon	解锁过载武器	ok	deepseek-flash	
u08693	Unlock Plasma Rifle	解锁等离子步枪	ok	deepseek-flash	
u08694	Unlock Plasma Rifle Mod 1	解锁等离子步枪改装 1	ok	deepseek-flash	
u08695	Unlock Plasma Rifle Mod 2	解锁等离子步枪改装 2	ok	deepseek-flash	
u08696	Unlock Plasma Rifle Mod 3	解锁等离子步枪改装 3	ok	deepseek-flash	
u08697	Unlock Prototype Arc Welder	解锁原型电弧焊枪	ok	deepseek-flash	
u08698	Unlock Prototype Ares	解锁原型阿瑞斯	ok	deepseek-flash	
u08699	Unlock Prototype Cloaking Device	解锁原型隐形装置	ok	deepseek-flash	
u08700	Unlock Prototype Phasesaber	解锁原型相位剑	ok	deepseek-flash	
u08701	Unlock Prototype Power Converter	解锁原型能量转换器	ok	deepseek-flash	
u08702	Unlock Prototype Super Healing Droid	解锁原型超级治疗机器人	ok	deepseek-flash	
u08703	Unlock Prototype Super Stimpack	解锁原型超级兴奋剂	ok	deepseek-flash	
u08704	Unlock Prototype Teleporter	解锁原型传送器	ok	deepseek-flash	
u08705	Unlock Rapid Deployment	解锁快速部署	ok	deepseek-flash	
u08706	Unlock Rocket Launcher Mod 1	解锁火箭发射器改装 1	ok	deepseek-flash	
u08707	Unlock Rocket Launcher Mod 2	解锁火箭发射器改装 2	ok	deepseek-flash	
u08708	Unlock Rocket Launcher Mod 3	解锁火箭发射器改装 3	ok	deepseek-flash	
u08709	Unlock Shockwave Missiles	解锁冲击波导弹	ok	deepseek-flash	
u08710	Unlock Shotgun Mod 1	解锁霰弹枪改装 1	ok	deepseek-flash	
u08711	Unlock Shotgun Mod 2	解锁霰弹枪改装 2	ok	deepseek-flash	
u08712	Unlock Shotgun Mod 3	解锁霰弹枪改装 3	ok	deepseek-flash	
u08713	Unlock Spec Ops Auto Turret	解锁特种作战自动炮塔	ok	deepseek-flash	
u08714	Unlock Spec Ops Bio-Mechanical Drone	解锁特种作战生物机械无人机	ok	deepseek-flash	
u08715	Unlock Spec Ops Cloaking Device	解锁特种作战隐形装置	ok	deepseek-flash	
u08716	Unlock Spec Ops Power Converter	解锁特种作战能量转换器	ok	deepseek-flash	
u08717	Unlock Spec Ops Super Healing Drone	解锁特种作战超级治疗无人机	ok	deepseek-flash	
u08718	Unlock Spec Ops Super Stimpack	解锁特种作战超级兴奋剂	ok	deepseek-flash	
u08719	Unlock Spec Ops Teleporter	解锁特种作战传送器	ok	deepseek-flash	
u08720	Unlock SpecOps Arc Welder	解锁特种作战电弧焊枪	ok	deepseek-flash	
u08721	Unlock SpecOps Ares	解锁特种作战阿瑞斯	ok	deepseek-flash	
u08722	Unlock SpecOps Assault Rifle	解锁特种作战突击步枪	ok	deepseek-flash	
u08723	Unlock SpecOps Bio-Mechanical Repair Drone	解锁特种作战生物机械维修无人机	ok	deepseek-flash	
u08724	Unlock SpecOps Cloaking Device	解锁特种作战隐形装置	ok	deepseek-flash	
u08725	Unlock SpecOps Flamethrower	解锁特种作战火焰喷射器	ok	deepseek-flash	
u08726	Unlock SpecOps Flashbang	解锁特种作战闪光弹	ok	deepseek-flash	
u08727	Unlock SpecOps Force Field Grenade	解锁特种作战力场手雷	ok	deepseek-flash	
u08728	Unlock SpecOps Frag Grenade	解锁特种作战破片手雷	ok	deepseek-flash	
u08729	Unlock SpecOps Hellfire Rocket Launcher	解锁特种作战地狱火火箭发射器	ok	deepseek-flash	
u08730	Unlock SpecOps Incendiary Grenade	解锁特种作战燃烧手雷	ok	deepseek-flash	
u08731	Unlock SpecOps Phasesaber	解锁特种作战相位剑	ok	deepseek-flash	
u08732	Unlock SpecOps Plasma Rifle	解锁特种作战等离子步枪	ok	deepseek-flash	
